761839394,Greg
797376333,Greg
765819648,Greg
781624648,Greg
723683109,Greg
755349852,Greg
727570405,Greg
797398510,Greg
752062109,Greg
768880215,Greg
737502527,Greg
748250276,Greg
763048359,Greg
775044955,Greg
756209786,Greg
770458445,Greg
725263977,Greg
792287269,Greg
769987943,Greg
714609420,Greg
743218769,Greg
793596578,Greg
797076674,Greg
727222987,Greg
721363899,Greg
751723191,Greg
758367013,Greg
716006751,Greg
734050205,Greg
719847230,Greg
783785419,Greg
729936704,Greg
725590747,Greg
767847504,Greg
751335494,Greg
754493237,Greg
793009939,Greg
750104601,Greg
715832878,Greg
733726495,Greg
75612795,Greg
738536985,Greg
798847349,Greg
741182910,Greg
760491610,Greg
791437137,Greg
744407489,Greg
79721197,Greg
785916093,Greg
733230808,Greg
756218534,Greg
726176469,Greg
719366400,Greg
725521011,Greg
714917263,Greg
792796298,Greg
775706253,Greg
788905523,Greg
740749884,Greg
777182950,Greg
750532336,Greg
785857641,Greg
713319143,Greg
742604311,Greg
736915709,Greg
744740784,Greg
784959195,Greg
748082194,Greg
781203859,Greg
7410034,Greg
753052040,Greg
714471962,Greg
781711052,Greg
748068418,Greg
755265203,Greg
760188779,Greg
765045069,Greg
784238110,Greg
711532290,Greg
785586760,Greg
736331639,Greg
783997451,Greg
73954348,Greg
794185178,Greg
778062621,Greg
751160705,Greg
771201802,Greg
711376668,Greg
71727203,Greg
737784679,Greg
753895089,Greg
730452667,Greg
779466893,Greg
769872214,Greg
757476998,Greg
778134116,Greg
762923324,Greg
787069207,Greg
792273742,Greg
723699947,Greg
770049042,Greg
741337948,Greg
717903464,Greg
724442052,Greg
761383039,Greg
772778639,Greg
744677712,Greg
745502226,Greg
731889965,Greg
784383338,Greg
796419356,Greg
770232248,Greg
786501311,Greg
73190947,Greg
784875901,Greg
768808850,Greg
749486052,Greg
792240306,Greg
797361189,Greg
797032552,Greg
750183887,Greg
766573626,Greg
76999999,Greg
738801747,Greg
767779381,Greg
795973225,Greg
761314248,Greg
744872796,Greg
721969968,Greg
710920507,Greg
742730275,Greg
720257629,Greg
72738013,Greg
784287886,Greg
785266739,Greg
781105756,Greg
736589521,Greg
744453122,Greg
780922357,Greg
754638697,Greg
770141811,Greg
79947264,Greg
731978848,Greg
779314822,Greg
732062457,Greg
764274565,Greg
727614336,Greg
789442699,Greg
725776821,Greg
76062508,Greg
764900882,Greg
734257574,Greg
756400958,Greg
725993629,Greg
790546886,Greg
7327064,Greg
760330944,Greg
78072471,Greg
796554865,Greg
780806357,Greg
768855979,Greg
760274862,Greg
713805457,Greg
734964099,Greg
75294801,Greg
796809039,Greg
754268066,Greg
749209935,Greg
725166364,Greg
716237192,Greg
742354219,Greg
761651068,Greg
786761691,Greg
728837951,Greg
774042656,Greg
724151106,Greg
713946970,Greg
734664545,Greg
751344422,Greg
725984331,Greg
770600239,Greg
78522529,Greg
784396972,Greg
73751934,Greg
76676399,Greg
744819241,Greg
739643264,Greg
727579830,Greg
793076467,Greg
723883287,Greg
792469807,Greg
738593669,Greg
784392704,Greg
729885780,Greg
749954255,Greg
713294771,Greg
792734452,Greg
753073769,Greg
711188030,Greg
744543965,Greg
749770487,Greg
710059150,Greg
744270913,Greg
782818415,Greg
763289182,Greg
799719367,Greg
748092516,Greg
714995653,Greg
738342702,Greg
771652755,Greg
762492782,Greg
76080296,Greg
777105156,Greg
76570660,Greg
722624635,Greg
728429866,Greg
718612954,Greg
774639499,Greg
741339651,Greg
76693868,Greg
784430183,Greg
732982479,Greg
721508402,Greg
744461182,Greg
712475621,Greg
747678286,Greg
736316457,Greg
719493984,Greg
761951878,Greg
714507366,Greg
712378046,Greg
754723729,Greg
754141512,Greg
787300721,Greg
770740078,Greg
749240308,Greg
767457705,Greg
75550643,Greg
726727735,Greg
791368554,Greg
773742265,Greg
757343962,Greg
744584726,Greg
798918278,Greg
762725493,Greg
788710411,Greg
721766576,Greg
75826987,Greg
746167439,Greg
75017204,Greg
737694542,Greg
737743626,Greg
77335404,Greg
721283648,Greg
726194041,Greg
736743671,Greg
759501255,Greg
726264411,Greg
775784859,Greg
740051045,Greg
752879119,Greg
711466908,Greg
748167782,Greg
742296984,Greg
731969624,Greg
798788469,Greg
782529998,Greg
71766554,Greg
719684274,Greg
726379534,Greg
71680191,Greg
795140573,Greg
789394811,Greg
734083058,Greg
745247538,Greg
789930096,Greg
793206336,Greg
711147591,Greg
742713736,Greg
796887502,Greg
76451871,Greg
756896829,Greg
748784047,Greg
749395417,Greg
737287238,Greg
793697300,Greg
79745032,Greg
745583106,Greg
76944521,Greg
763326286,Greg
7105243,Greg
723855094,Greg
752483185,Greg
759529907,Greg
741063432,Greg
799448252,Greg
719224696,Greg
787239939,Greg
732427798,Greg
727160226,Greg
766111579,Greg
791271734,Greg
712086329,Greg
759230676,Greg
749462876,Greg
722823768,Greg
717473117,Greg
754509124,Greg
748059947,Greg
723522216,Greg
744323873,Greg
712596245,Greg
772639038,Greg
737415078,Greg
73128812,Greg
712367735,Greg
776251885,Greg
788638490,Greg
73671928,Greg
745520191,Greg
710672573,Greg
771478504,Greg
737236107,Greg
756887458,Greg
794395106,Greg
778175897,Greg
785804174,Greg
72348666,Greg
727179467,Greg
789184242,Greg
773556825,Greg
759071904,Greg
771989012,Greg
73204999,Greg
734755525,Greg
747056803,Greg
768528323,Greg
721730730,Greg
785207168,Greg
762821301,Greg
773547304,Greg
784299884,Greg
792742650,Greg
731256233,Greg
762935289,Greg
711697011,Greg
729449206,Greg
